No,Pengguna,Rating,Tanggal,Isi Ulasan,Ground Truth,Prediksi Naive Bayes,Prediksi Gemma 3 LLM,Kategori Isu (LLM),Alasan Penalaran AI,Beda Pendapat ML vs LLM
3209,Syafrizal Bonar,2,2026-08-21,"buka apk semakin lama sekitar 3 mnt, terus ambil antrian berobat pada fases lanjutan jg susah. Jadwal dokter 2x smggu, 5 hr sebelum berobat daftar antrian ternyata kuota penuh, 5 hr berikut nya daftar lagi krn tidak dpt minggu sbelumnya dan hasilnya penuh jg, begitulh urusan seterusnya kuota penuh. Nah kalau ini kejadiannya kapan pasien bisa berobat?, harus nunggu ambil antrian tengah malam dan itupun kuotanya penuh. Fasilitas komunikasi WA di RS. Yos Sudarso tdk nerima daftar antrian BPJS.",Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3210,Dina Amalia,1,2026-08-21,"yang bener aja dong engga jelas banget nih apk, engga berfungsi, mau daftar aja ribet banget sistem eror terus pengenalan wajah juga engga jelas yang bener dong kalo bikin apk",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3211,Jelita rein,4,2026-08-21,good,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3212,Alan Welan,3,2026-08-21,memang bagus mempermudah kita jika pingin berobat...tp kelemahannya yang cukup menjengkelkan adalah sering melakukan login kalau daftar ambil antrian. bulan lalu mau daftar ambil antian login dl skng mau ambil antrian hrs login lagi dan skng nggak bisa masuk selalu muncul perintah Nik salah pasword salah padahal nik sdh benar pasword jg benar kenapa ndak bisa login? tlng penjelasanya,Positif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3213,Mundi Hastuti,5,2026-08-21,ini kenapa ya JKN mobile nya tidak bisa di buka dari kmrn ? dan tidak bisa menghubungi JKN care service nya ada kendala atau gmn ? tolong dong permudah untuk komunikasi dgn care service nya jika ada masalah sprti ini,Positif,Negatif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",true
3214,Tabrani Riri,5,2026-08-21,cepat,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3215,Dzaki Fikri,1,2026-08-21,tolong kode otp sms nya gk keluar keluar,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3216,Zidan Maulana,1,2026-08-21,"ternyata kalo mau daftar online harus sesuai tanggal rujukan gak bisa kalo sebelum tanggal rujukan di sistem tertulis (tanggal kontrol tidak sesuai dengan tanggal rujukan) padahal saya mau kontrol lebih awal karena obat saya habis dan karena bulan sebelumnya saya tidak di beri obat bulanan karena saya kontrol lebih awal sekitar seminggu karena batas rujukan dari puskesmas mau habis eh ternyata aturan nya kalo gak sesuai tanggal kontrol gak di kasih obat,jujur saya sedih karena ini",Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3217,Tedy Priatna,5,2026-08-20,mantap,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3218,Nurrohmah Manda,1,2026-08-20,aplikasi harusnya mempermudah,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3219,Cici Wulan,1,2026-08-20,"sitem.nya kurang baik tolong sistem aplikasi diperbaiki saya memang sudah 3x login dengan NIK yg berbeda di HP saya karena pernah membantu saudara saya. sekarang saya malah tidak bisa log in di hp sendiri, alasannya dibatasi demi keamanan karena sudah 3x NIK berbeda saya ingin reset akun di hp saya ini saya hubungi 165 katanya tidak bisa. malah telepon langsung dimatikan. saya sudah berusaha login di hp lain tapi kendala aplikasi tidak didukung di HP tsb. harusnya sistem pusat dpt mereset.",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3220,Reni Evrawaty,5,2026-08-20,memudahkan saya utk mendaftar berobat tanpa harus antri panjang di lobi,Positif,Positif,Positif,Apresiasi & Kepuasan,Pengguna mengapresiasi kemudahan antrean online dan efisiensi waktu faskes.,false
3221,Alif Putra Mahardika,1,2026-08-20,"kode otp di SMS tidak masuk, sudah coba beberapa kali padahal",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3222,Salviyani Syarif,5,2026-08-20,fast respon . jkn keren,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3223,Suparno,5,2026-08-20,bagusi,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3224,Usek Katok,2,2026-08-20,"udah 1 jam lebih coba login, susah banget. padahal besok pagi mau buat kontrol anak ke rs. kenapa saya sama anak harus beda akun, padahal 1kk. agak repot kalau mau priksa barengan. kadang anak2 bapil barengan, akunnya beda2. harus login 1 per 1.",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3225,AW Parabubu Chanel,5,2026-08-20,"sangat puas, aplikasi ini meriang ruang secara mandiri kepada peserta BPJS untmelakukan perubahan dan dan lainnya",Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3226,uswatun hasanaturrohmah,3,2026-08-20,mengapa makin sering error sekarang? mau login aja susah banget. udah coba login berkali2 nggk bisa. 😌,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3227,Bambang Mauludi,5,2026-08-20,validasi cepat,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3228,Ahmad Bio,5,2026-08-20,mantap,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3229,Ahmad fanani Efendi,2,2026-08-20,𝚜𝚊𝚢𝚊 𝚔𝚎𝚌𝚎𝚠𝚊 𝚜𝚎𝚝𝚒𝚊𝚙 𝚊𝚍𝚊 𝚢𝚐 𝚜𝚊𝚔𝚒𝚝 𝚜𝚎𝚕𝚊𝚕𝚞 𝚍𝚜𝚞𝚛𝚞𝚑 𝚕𝚘𝚐𝚒𝚗 𝚍𝚞𝚕𝚞 𝚙𝚊𝚍𝚊𝚑𝚊𝚕 𝚗𝚒𝚔 𝚍𝚊𝚗 𝚔𝚊𝚝𝚊 𝚜𝚊𝚗𝚍𝚒 𝚜𝚞𝚍𝚊𝚑 𝚋𝚎𝚗𝚊𝚛 𝚔𝚎𝚗𝚊𝚙𝚊 𝚍𝚋𝚒𝚕𝚊𝚗𝚐 𝚙𝚎𝚛𝚌𝚘𝚋𝚊𝚊𝚗 𝚕𝚋𝚑 𝚍𝚛 3𝚡 𝚐𝚊𝚐𝚊𝚕 𝚝𝚎𝚛𝚞𝚜 𝚊𝚗𝚎𝚑 𝚔𝚊𝚗𝚗𝚗 𝚝𝚘𝚕𝚘𝚗𝚐 𝚙𝚎𝚛𝚋𝚊𝚒𝚔𝚒 𝚕𝚊𝚑 𝚖𝚒𝚗 𝚓𝚐𝚗 𝚖𝚎𝚗𝚢𝚞𝚕𝚒𝚝𝚔𝚊𝚗 𝚝𝚘𝚑 𝚢𝚊 𝚔𝚊𝚕𝚒𝚊𝚗 𝚐𝚊𝚓𝚒𝚊𝚗𝚊 𝚍𝚛 𝚙𝚊𝚓𝚊𝚔 𝚔𝚒𝚝𝚊,Negatif,Positif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,true
3230,Rio Abadi Gunawan,1,2026-08-20,"Banyak bug dan tidak stabil, sekelas platform milik pemerintah kalah sama swasta. pembayaran udah dilakukan manual eh malah tetap di potong otomatis lagi.",Negatif,Negatif,Negatif,Administrasi & Iuran,"Pengguna mengeluhkan kendala mutasi data pembayaran, pengecekan tagihan, atau status autodebet iuran.",false
3231,Airul am,1,2026-08-20,Nik sudah benar Pasword sudah benar Capcta Sudah benar Kog masih Gak bisa masuk yak? Perbaiki lagi yak aplikasinya untuk sementara saya bintang 1 dulu,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3232,Ich SW,1,2026-08-20,setelah update gak bisa masuk. login berkali² salah padahal datanya udah bener. intinya zonk,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3233,Pepi Suhaepilah,5,2026-08-20,dengan mobil jkn memudahkan peserta mengetahui kartu bpjsnya masih aktif apa gak memudahkan pencarian ruangan perawatan rs yang kita tuju serta seabrek kemudahan mendapatkan info seputar bpjs kedehatan pokoknya mobil jkn mantap dah top markotop👍👍👍👍👍,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3234,Darmansyah Monoarfa,5,2026-08-20,mantap,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3235,TRI BUDI YARTO,4,2026-08-20,"Bagus, mudah digunakan",Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3236,Juri Setiawan,5,2026-08-20,kalau bisa di cicil nya jangan banyak banyak dong.lagi sulit perekonomian saya,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3237,Loh Jinawi,5,2026-08-20,Mudah dimengerti & digunakan,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3238,Ulin Nikmah,1,2026-08-20,"susah buat daftar dan login, otp tdk terkirim susah poll jelek pokoe, nyantumin no hp keterangannya sudah pernah daftar, giliran login keteranganya blm pernah mendaftar",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3239,Akamsi Sembung,1,2026-08-20,Ganti device gak bisa login,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3240,Muhammad Ihsan,5,2026-08-20,baik,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3241,Har Tony,5,2026-08-20,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3242,Remmy Noviandi Salji,1,2026-08-20,kenapa mobile JKN saya ga bisa login ?? saya mau ambil antrian online jadi susah dan faskes minta akses mobile JKN,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3243,Nuki Rahman,1,2026-08-20,error mulu udah 3 kali kadang bisa kadang engga pas mau rujuk tingkat lanjut malah ga ada buat ngambil nomor antrian padahal di rujuknya pagi tp malah ga ada pas ada udh malem udh beres kontrol nya,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3244,Gojim Mijog,1,2026-08-20,"Aplikasi apaan, setiap mau verifikasi email sama no handphone tidak bisa terus sampe di ulang ulang tetep gak bisa, kacau ini aplikasi bukannya memudahkan malah bikin ruwet",Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3245,Mugis Al Adly,5,2026-08-20,jos,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3246,Ichal46 Ichal,5,2026-08-20,mantapd,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3247,ivon 63,5,2026-08-20,ok,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3248,Henzky Ciozi,5,2026-08-20,"terimakasih, prosesnya sangat cepat!",Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3249,robbin katriansyah,5,2026-08-20,aplikasi ini sangat berguna sekali.,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3250,Elvan Julsiyunartho,5,2026-08-20,"perubahan faskes tingkat I sangat mudah di akses, mempermudah untuk kita yg sering mutasi",Positif,Positif,Positif,Apresiasi & Kepuasan,Pengguna mengapresiasi kemudahan antrean online dan efisiensi waktu faskes.,false
3251,Avan Abazz,4,2026-08-20,aplikasi in sangat membantu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3252,Lionel Messiii,1,2026-08-20,apa apa harus pakai mobil jkn.....hey BPJS sialan harusnya tuh anda mempermudah orang mau berobat bukan malah mempersulit. anda tuh harus memikirkan orang tua yang ingin berobat dgn BPJS tetapi dia gaptek. bukan malah di persulit !!!!,Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3253,Erwan Setiawan,5,2026-08-20,keren gays,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3254,Pitri Yani,1,2026-08-20,otp d kirim via sms. .ga masuk2 WA WA WA KAYA JAMAN BATU AJA sok digital tapi malah nyusahin rakyat. mau kontrol ambil antrian d aplikasi aplikasi nya sampah. nyusahin masyarakat. .,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3255,Andiek Jaka,5,2026-08-20,oke,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3256,peter cipto,5,2026-08-20,Sangat membantu ketika pindah tugas kerja.,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3257,Bung Al,5,2026-08-20,mudah digunakan,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3258,Fauzi Raja,5,2026-08-20,sangat mempermudah,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3259,Julia Rahmana,1,2026-08-20,"apk gajelas. nunggu kode otp sms ngga masuk""",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3260,Alifiah Alfatihah,1,2026-08-20,"daftar masukin nomor verifikasi gak bisa bisa terus padahal udah bener nomer nya dan kode nya gak muncul, gimana sih ini di perbaiki dong",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3261,Zainun Vyanisty,1,2026-08-20,"aplikasi gak guna, mau dftr eror terus tinggal verifikasi nomer gk bisa bisa",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3262,Irwan Hendrawan,1,2026-08-20,untuk ngisi chaptcha nya gk jelas jadi mempersulit untuk log in,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3263,Andriansyah Andriansyah,5,2026-08-20,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3264,dicky ramdhanii,2,2026-08-20,"masa verifikasi wajah aja susah banget, udah puluhan kali coba tetep aja ngga bisa, aneh aplikasinya, ini niat ngga sih bikin aplikasinya, hadeuhhh capeee",Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna kesulitan dalam verifikasi biometrik pengenalan wajah saat pendaftaran / perubahan data.,false
3265,Bona Silitonga,5,2026-08-20,sangat efisien,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3266,x-man setiaOne,5,2026-08-20,mantap,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3267,Desi Mukin,5,2026-08-20,aplikasi ini sangat membantu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3268,odan channel,1,2026-08-20,ribet,Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3269,Aerography Drone Kutim,5,2026-08-20,baik,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3270,Laksmi Dewi,1,2026-08-20,sulit di-update,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3271,hardianto bismo,1,2026-08-20,"ini gimana servernya. nomor sudah benar tidak ada pesan verifikasi masuk ,diperbaiki lah itu sistem sama servernya lambat. blo9",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3272,M H,5,2026-08-20,👍,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3273,dafindra maulana,1,2026-08-20,aplikasi yang sangat merepotkan,Negatif,Positif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,true
3274,zetha007 Channel,5,2026-08-20,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3275,Candra Arjuna,5,2026-08-20,top,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3276,Bangbang gunawan,1,2026-08-20,proses pembatalan ribet banget👎👎,Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3277,Limaya Pancawati,1,2026-08-20,"Gabisa daftar, eror terus capek",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3278,Moch Hayyin Wildan Siswanto,1,2026-08-20,ribet,Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3279,iwan kurniawan,5,2026-08-20,Sanagat membantu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3280,Agus Zindan,5,2026-08-20,aplikasi mobile JKN memang sangat membantu dalam pelayanan nya terima ksh kk.semoga sukses selalu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3281,Ferry Hamdani,5,2026-08-20,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
